ID do Frame,Quadril Esquerdo,Joelho Esquerdo,Tornozelo Esquerdo,Ângulo
947,"[0.6169597506523132, 0.8693723678588867]","[0.6214341521263123, 1.1615546941757202]","[0.6135701537132263, 1.4082809686660767]",177.29706476945077
948,"[0.6169415712356567, 0.8690860271453857]","[0.6214279532432556, 1.161564826965332]","[0.6138284802436829, 1.4080843925476074]",177.35549807002036
949,"[0.6169283986091614, 0.8678719997406006]","[0.6214672923088074, 1.1615077257156372]","[0.6138725280761719, 1.407753825187683]",177.3478510068464
950,"[0.616917073726654, 0.8676856756210327]","[0.6211684942245483, 1.1615155935287476]","[0.6133424043655396, 1.40756094455719]",177.34922427307473
951,"[0.6169218420982361, 0.8675762414932251]","[0.6211723685264587, 1.1615192890167236]","[0.6134139895439148, 1.4075340032577515]",177.36524455144024
952,"[0.6169736385345459, 0.867533266544342]","[0.6211940050125122, 1.1624871492385864]","[0.6135755181312561, 1.4105076789855957]",177.42082507878024
953,"[0.6170492172241211, 0.8667303919792175]","[0.6215523481369019, 1.162253499031067]","[0.6141613125801086, 1.4102693796157837]",177.42005766075403
954,"[0.6170358061790466, 0.8667668104171753]","[0.6215723752975464, 1.162277102470398]","[0.614189088344574, 1.4101850986480713]",177.41458492995554
955,"[0.617060124874115, 0.8669660687446594]","[0.6217553615570068, 1.1625083684921265]","[0.6146150827407837, 1.4103811979293823]",177.43980858227098
956,"[0.6168438792228699, 0.866404116153717]","[0.6217294335365295, 1.1619402170181274]","[0.614672064781189, 1.409882664680481]",177.4225088032359
957,"[0.6166546940803528, 0.8658780455589294]","[0.6217278838157654, 1.1612025499343872]","[0.6146923899650574, 1.4089840650558472]",177.38943342364416
958,"[0.6165235042572021, 0.8653614521026611]","[0.6216533184051514, 1.1604883670806885]","[0.614748477935791, 1.406938076019287]",177.39935119947305
959,"[0.6161765456199646, 0.8651307225227356]","[0.621559739112854, 1.160172462463379]","[0.6147733926773071, 1.4059772491455078]",177.37326472590445
960,"[0.6152058839797974, 0.8639056086540222]","[0.619258463382721, 1.1590392589569092]","[0.6129043698310852, 1.402225136756897]",177.7165869181833
961,"[0.6147058010101318, 0.8630278706550598]","[0.6187794208526611, 1.158549427986145]","[0.6126063466072083, 1.400938630104065]",177.7513844253734
962,"[0.6146650910377502, 0.8609371781349182]","[0.618628740310669, 1.157401204109192]","[0.6125211119651794, 1.3972368240356445]",177.77524258535377
963,"[0.6144031286239624, 0.8603969812393188]","[0.6175369620323181, 1.1558794975280762]","[0.611595094203949, 1.3952631950378418]",177.97047772980684
964,"[0.6142104864120483, 0.8599691390991211]","[0.6165086030960083, 1.1549029350280762]","[0.6107701659202576, 1.3921096324920654]",178.1677488165629
965,"[0.6141518354415894, 0.8599421381950378]","[0.6161448359489441, 1.1545790433883667]","[0.6104978322982788, 1.3921144008636475]",178.25058810582408
966,"[0.6141303777694702, 0.8595329523086548]","[0.6161711812019348, 1.1545047760009766]","[0.6105688214302063, 1.3912289142608643]",178.247877477667
967,"[0.614108145236969, 0.8596163392066956]","[0.6163445711135864, 1.1545288562774658]","[0.6111388802528381, 1.3915578126907349]",178.30737179977388
968,"[0.6140857338905334, 0.8596954345703125]","[0.6164469718933105, 1.1545442342758179]","[0.6116820573806763, 1.3920789957046509]",178.39197665015456
969,"[0.6140267252922058, 0.8598626852035522]","[0.6164933443069458, 1.1546790599822998]","[0.6116989850997925, 1.3922806978225708]",178.3646732828629
970,"[0.6139253377914429, 0.8599353432655334]","[0.6163344979286194, 1.1544150114059448]","[0.6115687489509583, 1.390768051147461]",178.37613171453327
971,"[0.6138659119606018, 0.8601579666137695]","[0.616319477558136, 1.1542855501174927]","[0.6115719079971313, 1.3900243043899536]",178.36832853777898
972,"[0.6136952638626099, 0.8608835935592651]","[0.6161118149757385, 1.1545357704162598]","[0.6113666892051697, 1.389366626739502]",178.37091307363525
973,"[0.6136313676834106, 0.8608865737915039]","[0.6159374117851257, 1.1545425653457642]","[0.6113775968551636, 1.3863577842712402]",178.42320756177173
974,"[0.6136446595191956, 0.8614875078201294]","[0.6159464716911316, 1.1546666622161865]","[0.6113793849945068, 1.3856199979782104]",178.41729530147344
975,"[0.613669753074646, 0.8622540235519409]","[0.6159539222717285, 1.1549314260482788]","[0.6113962531089783, 1.3852477073669434]",178.41918699243635
976,"[0.6136963963508606, 0.8626562356948853]","[0.6160210371017456, 1.1550257205963135]","[0.6114577651023865, 1.3842915296554565]",178.40419273310278
977,"[0.6137324571609497, 0.862607479095459]","[0.6162046194076538, 1.1546356678009033]","[0.6116916537284851, 1.3797444105148315]",178.3664663616192
978,"[0.6137927174568176, 0.8626052141189575]","[0.6165608763694763, 1.1545130014419556]","[0.6123324036598206, 1.377858281135559]",178.37206118406417
979,"[0.6139568090438843, 0.8624327182769775]","[0.6168266534805298, 1.1528499126434326]","[0.6127941012382507, 1.376507043838501]",178.40089841901008
980,"[0.614736020565033, 0.8616403341293335]","[0.617462158203125, 1.1507943868637085]","[0.6138036251068115, 1.3768258094787598]",178.5325271414667
981,"[0.6153331995010376, 0.860447883605957]","[0.6180922985076904, 1.1488014459609985]","[0.6144593954086304, 1.3753745555877686]",178.53317509716058
982,"[0.6162267923355103, 0.8605608344078064]","[0.6222913861274719, 1.1454079151153564]","[0.6167121529579163, 1.3653098344802856]",177.32695111488138
983,"[0.6180040836334229, 0.8606798648834229]","[0.6231461763381958, 1.144936203956604]","[0.6178534626960754, 1.363080620765686]",177.57379127774513
984,"[0.6209529042243958, 0.8597502708435059]","[0.6241797208786011, 1.1441614627838135]","[0.6191364526748657, 1.3619440793991089]",178.02339138332488
985,"[0.6215251088142395, 0.857342004776001]","[0.627467930316925, 1.1387004852294922]","[0.6227119565010071, 1.3555485010147095]",177.5335587628911
986,"[0.6225783228874207, 0.8573765158653259]","[0.6279918551445007, 1.1386035680770874]","[0.622998058795929, 1.3572640419006348]",177.5889094371376
987,"[0.6236132383346558, 0.8578196167945862]","[0.6277800798416138, 1.1389198303222656]","[0.6227301955223083, 1.3595815896987915]",177.83975244360727
988,"[0.6238200068473816, 0.857848048210144]","[0.6275649070739746, 1.1411421298980713]","[0.6225423216819763, 1.367838978767395]",177.9734341232119
989,"[0.6242705583572388, 0.8580215573310852]","[0.6277515292167664, 1.1412650346755981]","[0.6226786375045776, 1.3700501918792725]",178.02566802073787
990,"[0.6247426271438599, 0.8584122657775879]","[0.6277199983596802, 1.143791913986206]","[0.6225685477256775, 1.374300241470337]",178.12200821354187
991,"[0.6249130964279175, 0.8584708571434021]","[0.627663254737854, 1.1455817222595215]","[0.6224333047866821, 1.3784089088439941]",178.16438871963615
992,"[0.6250276565551758, 0.8584988117218018]","[0.6277783513069153, 1.1463698148727417]","[0.6224366426467896, 1.380366563796997]",178.14480962557096
993,"[0.6253879070281982, 0.8585330247879028]","[0.6281911730766296, 1.1469818353652954]","[0.6224598288536072, 1.3830662965774536]",178.05251571525812
994,"[0.6253994703292847, 0.8585565090179443]","[0.6282245516777039, 1.1468446254730225]","[0.6223651170730591, 1.3826680183410645]",178.01522903230605
995,"[0.6254437565803528, 0.8585924506187439]","[0.6281296610832214, 1.1471118927001953]","[0.6213797330856323, 1.3834707736968994]",177.83082759494442
996,"[0.6254817843437195, 0.8586755394935608]","[0.6281785368919373, 1.1474131345748901]","[0.6213974356651306, 1.384946584701538]",177.8296493243222
997,"[0.6255344152450562, 0.8589907884597778]","[0.6283718347549438, 1.1475979089736938]","[0.62156081199646, 1.3848896026611328]",177.79260011180855
998,"[0.6256424188613892, 0.8590868711471558]","[0.6291410326957703, 1.147559404373169]","[0.6226121187210083, 1.384616732597351]",177.7275342922621
999,"[0.6256264448165894, 0.8594070672988892]","[0.6287295818328857, 1.1475499868392944]","[0.6221514940261841, 1.3845605850219727]",177.79317850318205
1000,"[0.6252707242965698, 0.8598048686981201]","[0.6280818581581116, 1.147545576095581]","[0.6215119361877441, 1.384412169456482]",177.85146215015752
1001,"[0.6247512102127075, 0.8613285422325134]","[0.6274023652076721, 1.1482552289962769]","[0.6207982301712036, 1.3843095302581787]",177.86805493086197
1002,"[0.6238787770271301, 0.8624897599220276]","[0.6272180080413818, 1.1492631435394287]","[0.6200042366981506, 1.3843110799789429]",177.57497746498169
1003,"[0.6227693557739258, 0.8655593991279602]","[0.6252561807632446, 1.1544421911239624]","[0.6171296834945679, 1.386278748512268]",177.49923611940324
1004,"[0.6218947768211365, 0.8680245876312256]","[0.6244505047798157, 1.1574571132659912]","[0.616848349571228, 1.3920745849609375]",177.63821570282272
1005,"[0.6215921640396118, 0.8698879480361938]","[0.6230526566505432, 1.1586596965789795]","[0.6159161329269409, 1.3937106132507324]",177.97116547217033
1006,"[0.6208711266517639, 0.8709098100662231]","[0.6230028867721558, 1.1612725257873535]","[0.6157095432281494, 1.3951416015625]",177.79313491354495
1007,"[0.6187211275100708, 0.870995819568634]","[0.6221121549606323, 1.1617045402526855]","[0.6151608228683472, 1.3970344066619873]",177.6397433906728
1008,"[0.6182151436805725, 0.871977686882019]","[0.6208580136299133, 1.1625730991363525]","[0.613552987575531, 1.398079752922058]",177.70227758012882
1009,"[0.6157142519950867, 0.8723198771476746]","[0.618808388710022, 1.163217544555664]","[0.6125593185424805, 1.3993804454803467]",177.87485459246696
1010,"[0.612716019153595, 0.8736947774887085]","[0.6146384477615356, 1.16353178024292]","[0.6078866720199585, 1.3998726606369019]",177.98359636547616
1011,"[0.6122114658355713, 0.8720676898956299]","[0.6131592988967896, 1.1611435413360596]","[0.6065255403518677, 1.39701509475708]",178.2011492368301
1012,"[0.608740508556366, 0.8719866275787354]","[0.6100029349327087, 1.160415530204773]","[0.6037190556526184, 1.3969296216964722]",178.22730520814503
1013,"[0.6045878529548645, 0.8637980222702026]","[0.6076791286468506, 1.1537972688674927]","[0.6016898155212402, 1.3899757862091064]",177.93660570186117
1014,"[0.6013883948326111, 0.8635600805282593]","[0.6039530038833618, 1.153762698173523]","[0.5975817441940308, 1.3805478811264038]",177.88443947537192
1015,"[0.5998180508613586, 0.8642638325691223]","[0.6015924215316772, 1.1528359651565552]","[0.5945057272911072, 1.3814631700515747]",177.87229150639865
1016,"[0.5967311263084412, 0.8642693161964417]","[0.5998023748397827, 1.1529231071472168]","[0.5932019352912903, 1.3821351528167725]",177.74095561051212
1017,"[0.5919761061668396, 0.8604555130004883]","[0.5957660675048828, 1.1502947807312012]","[0.5914223194122314, 1.3787214756011963]",178.16143677346193
1018,"[0.589646577835083, 0.8606364130973816]","[0.5907880067825317, 1.149009108543396]","[0.5842978954315186, 1.3783209323883057]",178.15203021138186
1019,"[0.5869366526603699, 0.8608245253562927]","[0.5863960385322571, 1.1490569114685059]","[0.5813520550727844, 1.376641869544983]",178.83782187946343
1020,"[0.5843385457992554, 0.860996663570404]","[0.581647515296936, 1.1490205526351929]","[0.5763494372367859, 1.3729487657546997]",179.1799544855392
1021,"[0.584114670753479, 0.8611190915107727]","[0.5786343812942505, 1.14908766746521]","[0.5719316005706787, 1.372646689414978]",179.3729199688203
1022,"[0.5829296112060547, 0.8612900376319885]","[0.578261137008667, 1.1519050598144531]","[0.5738863348960876, 1.3760325908660889]",179.80209819212786
1023,"[0.5774961113929749, 0.8613584041595459]","[0.5739102363586426, 1.1521251201629639]","[0.5725464820861816, 1.3761067390441895]",179.6422885341998
1024,"[0.5735399723052979, 0.8608588576316833]","[0.5716323852539062, 1.1527726650238037]","[0.5712717771530151, 1.3769526481628418]",179.71775499962277
1025,"[0.5722220540046692, 0.861149251461029]","[0.5621540546417236, 1.1559504270553589]","[0.5571942925453186, 1.3829288482666016]",179.29578971284866
1026,"[0.5680612325668335, 0.8611911535263062]","[0.550048828125, 1.1549243927001953]","[0.5465189814567566, 1.383325219154358]",177.3762975996454
